# ANZ150_position_x_set	index0_set	index1_set	daq_ai_voltage
# "x position"	"index0"	"index1"	"Voltage"
# 100	6	100
-1.6	0	0	2.17656601034332
-1.6	0	1	2.17782220826342
-1.6	0	2	2.17659432148586
-1.6	0	3	2.17609903530406
-1.6	0	4	2.1773260151657
-1.6	0	5	2.17593460394856
-1.6	0	6	2.17807800480995
-1.6	0	7	2.17624044565672
-1.6	0	8	2.17582029379927
-1.6	0	9	2.17710725978834
-1.6	0	10	2.17559855798428
-1.6	0	11	2.17671033870635
-1.6	0	12	2.17563753851921
-1.6	0	13	2.17532810962519
-1.6	0	14	2.17692718455322
-1.6	0	15	2.1757832315939
-1.6	0	16	2.17673756659916
-1.6	0	17	2.1762141912867
-1.6	0	18	2.17548153870081
-1.6	0	19	2.17641895942888
-1.6	0	20	2.17529208284163
-1.6	0	21	2.17621317931045
-1.6	0	22	2.17535411094899
-1.6	0	23	2.17461517493138
-1.6	0	24	2.17592426275734
-1.6	0	25	2.17493029717257
-1.6	0	26	2.17571627724665
-1.6	0	27	2.1747588858966
-1.6	0	28	2.17440897135598
-1.6	0	29	2.17561376927482
-1.6	0	30	2.17470949039376
-1.6	0	31	2.17506849047766
-1.6	0	32	2.17483054408953
-1.6	0	33	2.17446844141836
-1.6	0	34	2.17561470189864
-1.6	0	35	2.17452992964286
-1.6	0	36	2.17562469709757
-1.6	0	37	2.17527317415816
-1.6	0	38	2.17462586004447
-1.6	0	39	2.17598112597895
-1.6	0	40	2.17551805337055
-1.6	0	41	2.17610463946945
-1.6	0	42	2.17570343373491
-1.6	0	43	2.17530894290138
-1.6	0	44	2.176401339546
-1.6	0	45	2.17600238916393
-1.6	0	46	2.17602929274355
-1.6	0	47	2.17613841545277
-1.6	0	48	2.1759497042263
-1.6	0	49	2.17721362306968
-1.6	0	50	2.17631277538739
-1.6	0	51	2.17701251067959
-1.6	0	52	2.17702609951203
-1.6	0	53	2.17654680263415
-1.6	0	54	2.17781346155629
-1.6	0	55	2.17694139686546
-1.6	0	56	2.17779246398757
-1.6	0	57	2.17755794790409
-1.6	0	58	2.17714911571427
-1.6	0	59	2.17892073599002
-1.6	0	60	2.17810753329433
-1.6	0	61	2.17791436617464
-1.6	0	62	2.17835713700979
-1.6	0	63	2.17767350633496
-1.6	0	64	2.17908118694566
-1.6	0	65	2.178896726385
-1.6	0	66	2.17884125195069
-1.6	0	67	2.17920330823016
-1.6	0	68	2.17883174565427
-1.6	0	69	2.18006237743364
-1.6	0	70	2.18028851646178
-1.6	0	71	2.18010383585926
-1.6	0	72	2.18080238691036
-1.6	0	73	2.17994423171618
-1.6	0	74	2.18130514481517
-1.6	0	75	2.18062393529816
-1.6	0	76	2.18085227516619
-1.6	0	77	2.18182427215245
-1.6	0	78	2.18135045578829
-1.6	0	79	2.18266797575742
-1.6	0	80	2.18231816033436
-1.6	0	81	2.18387647762227
-1.6	0	82	2.18476685148816
-1.6	0	83	2.18325535625439
-1.6	0	84	2.18471807993584
-1.6	0	85	2.18466776332397
-1.6	0	86	2.18524650630254
-1.6	0	87	2.18668265320453
-1.6	0	88	2.18528496012267
-1.6	0	89	2.18723062351105
-1.6	0	90	2.18710877426393
-1.6	0	91	2.18774503307983
-1.6	0	92	2.18809291302461
-1.6	0	93	2.18732035871047
-1.6	0	94	2.18897668034177
-1.6	0	95	2.18876122533817
-1.6	0	96	2.18915330413729
-1.6	0	97	2.18933089173885
-1.6	0	98	2.1884331067597
-1.6	0	99	2.19026503209821

-1.6	1	0	2.0916915954965
-1.6	1	1	2.08929741190532
-1.6	1	2	2.08845230800909
-1.6	1	3	2.08906488347726
-1.6	1	4	2.09089111772003
-1.6	1	5	2.09333916414267
-1.6	1	6	2.09549759722476
-1.6	1	7	2.09736228192937
-1.6	1	8	2.09932110575419
-1.6	1	9	2.10230531018219
-1.6	1	10	2.10633610741725
-1.6	1	11	2.10956846754378
-1.6	1	12	2.11074195749945
-1.6	1	13	2.11000237742967
-1.6	1	14	2.108941016664
-1.6	1	15	2.10811546014698
-1.6	1	16	2.10753832778003
-1.6	1	17	2.10748516307892
-1.6	1	18	2.10773031142278
-1.6	1	19	2.10828977592445
-1.6	1	20	2.1090879982675
-1.6	1	21	2.11010806241195
-1.6	1	22	2.11138030983101
-1.6	1	23	2.11271270318001
-1.6	1	24	2.11337420095559
-1.6	1	25	2.11368218031493
-1.6	1	26	2.11390316288945
-1.6	1	27	2.11435189445566
-1.6	1	28	2.11488901905246
-1.6	1	29	2.11612866954522
-1.6	1	30	2.11782559018596
-1.6	1	31	2.11957734029143
-1.6	1	32	2.12163927154219
-1.6	1	33	2.12392771666353
-1.6	1	34	2.12696105837432
-1.6	1	35	2.12992657483567
-1.6	1	36	2.13207362337635
-1.6	1	37	2.1339139276924
-1.6	1	38	2.13608358468339
-1.6	1	39	2.13917427993958
-1.6	1	40	2.14210687734754
-1.6	1	41	2.14344039854859
-1.6	1	42	2.14386168857149
-1.6	1	43	2.14390234077653
-1.6	1	44	2.14424103754888
-1.6	1	45	2.14428711362805
-1.6	1	46	2.14385535176831
-1.6	1	47	2.14345296475218
-1.6	1	48	2.14297072327298
-1.6	1	49	2.14245513302429
-1.6	1	50	2.1413163879775
-1.6	1	51	2.13961227119241
-1.6	1	52	2.13830431202516
-1.6	1	53	2.13778662741625
-1.6	1	54	2.13728623476281
-1.6	1	55	2.13573468459145
-1.6	1	56	2.13345671122925
-1.6	1	57	2.13169153562398
-1.6	1	58	2.13071491611006
-1.6	1	59	2.13019363349687
-1.6	1	60	2.12980531634748
-1.6	1	61	2.12954690366276
-1.6	1	62	2.12957831916998
-1.6	1	63	2.12955420709692
-1.6	1	64	2.12903926128881
-1.6	1	65	2.12750865482497
-1.6	1	66	2.12580394738775
-1.6	1	67	2.12520060855223
-1.6	1	68	2.12509787716007
-1.6	1	69	2.12505824529006
-1.6	1	70	2.12509938080839
-1.6	1	71	2.12541842273254
-1.6	1	72	2.12576463772794
-1.6	1	73	2.12591360630198
-1.6	1	74	2.12573177227457
-1.6	1	75	2.12578246669908
-1.6	1	76	2.12584728467656
-1.6	1	77	2.12560917124556
-1.6	1	78	2.12501855971825
-1.6	1	79	2.12370947287015
-1.6	1	80	2.12190928379222
-1.6	1	81	2.12026676297429
-1.6	1	82	2.11902517920548
-1.6	1	83	2.11805178182968
-1.6	1	84	2.11694874850575
-1.6	1	85	2.11525698323438
-1.6	1	86	2.1132912318
-1.6	1	87	2.11196904177517
-1.6	1	88	2.11117167865308
-1.6	1	89	2.11106959168559
-1.6	1	90	2.11108779656823
-1.6	1	91	2.11062010829956
-1.6	1	92	2.11025944755682
-1.6	1	93	2.10976410290408
-1.6	1	94	2.10959961454018
-1.6	1	95	2.10920179220902
-1.6	1	96	2.10842752083235
-1.6	1	97	2.10766619157122
-1.6	1	98	2.10686630447843
-1.6	1	99	2.10595316046386

-1.6	2	0	0.0216053259931419
-1.6	2	1	0.0204910195320462
-1.6	2	2	0.0203984918196733
-1.6	2	3	0.0205357528949985
-1.6	2	4	0.0205547632317231
-1.6	2	5	0.0205362362086464
-1.6	2	6	0.0202306745816648
-1.6	2	7	0.0199573875659574
-1.6	2	8	0.0193834257614925
-1.6	2	9	0.0187839557371075
-1.6	2	10	0.0184363995249544
-1.6	2	11	0.0182262117910216
-1.6	2	12	0.0180997984221655
-1.6	2	13	0.0183353869732091
-1.6	2	14	0.0186226363827535
-1.6	2	15	0.0188878681707767
-1.6	2	16	0.0190230348868017
-1.6	2	17	0.0190226052746702
