# ANZ150_position_x_set	index0_set	index1_set	daq_ai_voltage
# "x position"	"index0"	"index1"	"Voltage"
# 100	6	100
-1.6	0	0	2.2641649107903
-1.6	0	1	2.2647840962982
-1.6	0	2	2.26371930297942
-1.6	0	3	2.26397847768756
-1.6	0	4	2.26195783525776
-1.6	0	5	2.26172675576061
-1.6	0	6	2.26160839875774
-1.6	0	7	2.26094111486192
-1.6	0	8	2.26242630561466
-1.6	0	9	2.26136731068277
-1.6	0	10	2.26239951036984
-1.6	0	11	2.26226379643125
-1.6	0	12	2.26229510798306
-1.6	0	13	2.26282047016202
-1.6	0	14	2.26150885730142
-1.6	0	15	2.26203029986604
-1.6	0	16	2.26205231728921
-1.6	0	17	2.26128481444248
-1.6	0	18	2.2624375781443
-1.6	0	19	2.26084822064836
-1.6	0	20	2.26048370009741
-1.6	0	21	2.26003668976022
-1.6	0	22	2.25957308939919
-1.6	0	23	2.26086435585714
-1.6	0	24	2.24564479669165
-1.6	0	25	2.25762027429998
-1.6	0	26	2.2593587204566
-1.6	0	27	2.25890527072226
-1.6	0	28	2.25950373303443
-1.6	0	29	2.2580578264863
-1.6	0	30	2.25672404399507
-1.6	0	31	2.25690389100786
-1.6	0	32	2.2555521246467
-1.6	0	33	2.25652526165779
-1.6	0	34	2.25580340842646
-1.6	0	35	2.25712118863007
-1.6	0	36	2.25703095611799
-1.6	0	37	2.25625835985688
-1.6	0	38	2.25702044726774
-1.6	0	39	2.25574405819867
-1.6	0	40	2.25434636568663
-1.6	0	41	2.25546594367828
-1.6	0	42	2.25493402773143
-1.6	0	43	2.25631592719282
-1.6	0	44	2.25672807806481
-1.6	0	45	2.25668897276081
-1.6	0	46	2.24859015071941
-1.6	0	47	2.25836302457375
-1.6	0	48	2.26012843217538
-1.6	0	49	2.25788165348769
-1.6	0	50	2.25841214864019
-1.6	0	51	2.2572712762931
-1.6	0	52	2.2593924823675
-1.6	0	53	2.26368104386314
-1.6	0	54	2.26301573091806
-1.6	0	55	2.26232559547229
-1.6	0	56	2.26378783091414
-1.6	0	57	2.26320800430265
-1.6	0	58	2.26452853055418
-1.6	0	59	2.26561647636949
-1.6	0	60	2.26558018733648
-1.6	0	61	2.26632073705646
-1.6	0	62	2.26549985861882
-1.6	0	63	2.26714737708392
-1.6	0	64	2.26484926579393
-1.6	0	65	2.26527839086826
-1.6	0	66	2.2662275106789
-1.6	0	67	2.2656671961272
-1.6	0	68	2.26721816230808
-1.6	0	69	2.26577347885999
-1.6	0	70	2.26481081780504
-1.6	0	71	2.26658863835681
-1.6	0	72	2.26675381495316
-1.6	0	73	2.26761159752075
-1.6	0	74	2.26722173963278
-1.6	0	75	2.26645801014614
-1.6	0	76	2.26785587320872
-1.6	0	77	2.26668535155649
-1.6	0	78	2.26897732983403
-1.6	0	79	2.26748350023854
